رقم القيد الأصلي (قيود),التاريخ,البيان,رقم الحساب القديم,اسم الحساب,مدين,دائن,ملاحظة السطر
1616,2026-06-25,قيد يدوي رقم 1616 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,60.0,Yaris Fuel 
1616,2026-06-25,قيد يدوي رقم 1616 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,800.0,carriage charges 10 Cars
1616,2026-06-25,قيد يدوي رقم 1616 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,550.0,Loading 10 Cars
1616,2026-06-25,قيد يدوي رقم 1616 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,20.0,ola food
1640,2026-06-25,قيد يدوي رقم 1640 - أنشئ بواسطة Kashif Ali,5217,مصاريف مياه وكهرباء,2263.22,,
1640,2026-06-25,قيد يدوي رقم 1640 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,2263.22,
1617,2026-06-27,قيد يدوي رقم 1617 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,100.0,,Brookline Diesel
1617,2026-06-27,قيد يدوي رقم 1617 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,100.0,Brookline Diesel
1669,2026-06-27,قيد يدوي رقم 1669 - أنشئ بواسطة Kashif Ali,5102,رواتب وأجور,50700.0,,
1669,2026-06-27,قيد يدوي رقم 1669 - أنشئ بواسطة Kashif Ali,110501,اشرف مروان الصايغ,,1250.0,
1669,2026-06-27,قيد يدوي رقم 1669 - أنشئ بواسطة Kashif Ali,110511,فؤاد عبدالله قاسم,,500.0,
1669,2026-06-27,قيد يدوي رقم 1669 - أنشئ بواسطة Kashif Ali,2103,الرواتب المستحقة,,48950.0,
1608,2026-06-28,قيد يدوي رقم 1608 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,9000.0,,
1608,2026-06-28,قيد يدوي رقم 1608 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,300.0,,
1608,2026-06-28,قيد يدوي رقم 1608 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,9000.0,
1608,2026-06-28,قيد يدوي رقم 1608 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,300.0,
1609,2026-06-28,قيد يدوي رقم 1609 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,8700.0,,
1609,2026-06-28,قيد يدوي رقم 1609 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,8700.0,
1610,2026-06-28,قيد يدوي رقم 1610 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,2700.0,,
1610,2026-06-28,قيد يدوي رقم 1610 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,2700.0,
1611,2026-06-28,قيد يدوي رقم 1611 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,150.0,,
1611,2026-06-28,قيد يدوي رقم 1611 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,150.0,
1618,2026-06-28,قيد يدوي رقم 1618 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,100.0,,Brookoine Diesel 
1618,2026-06-28,قيد يدوي رقم 1618 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,20.0,Ola Meal
1618,2026-06-28,قيد يدوي رقم 1618 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,50.0,,Yaris Fuel
1618,2026-06-28,قيد يدوي رقم 1618 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,1600.0,,carriage 20 Cars
1618,2026-06-28,قيد يدوي رقم 1618 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,1100.0,,loading charges 20 Cars
1618,2026-06-28,قيد يدوي رقم 1618 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,20.0,,Ola Meal
1618,2026-06-28,قيد يدوي رقم 1618 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,100.0,Brookline Diesel
1618,2026-06-28,قيد يدوي رقم 1618 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,50.0,Yaris Fuel
1618,2026-06-28,قيد يدوي رقم 1618 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,1600.0,carriage 20 Cars
1618,2026-06-28,قيد يدوي رقم 1618 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,1100.0,loading charges 20 Cars
1670,2026-06-28,قيد يدوي رقم 1670 - أنشئ بواسطة Kashif Ali,2103,الرواتب المستحقة,48950.0,,
1670,2026-06-28,قيد يدوي رقم 1670 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,17000.0,
1670,2026-06-28,قيد يدوي رقم 1670 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,2000.0,
1670,2026-06-28,قيد يدوي رقم 1670 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,1800.0,
1670,2026-06-28,قيد يدوي رقم 1670 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,2500.0,
1670,2026-06-28,قيد يدوي رقم 1670 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,2300.0,
1670,2026-06-28,قيد يدوي رقم 1670 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,23350.0,
1635,2026-06-29,قيد يدوي رقم 1635 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,100.0,,
1635,2026-06-29,قيد يدوي رقم 1635 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,100.0,
1738,2026-06-29,قيد يدوي رقم 1738 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,50.0,,
1738,2026-06-29,قيد يدوي رقم 1738 - أنشئ بواسطة Kashif Ali,110109,نقداً مع شعيب,,50.0,
1800,2026-06-30,قيد يدوي رقم 1800 - أنشئ بواسطة Kashif Ali,5108,تكلفة البضائع المباعة من خردة الحديد,89226.0,,
1800,2026-06-30,قيد يدوي رقم 1800 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,,89226.0,
1829,2026-06-30,قيد يدوي رقم 1829 - أنشئ بواسطة Kashif Ali,5106,مصاريف إيجار أرض المصنع,6602.05,,
1829,2026-06-30,قيد يدوي رقم 1829 - أنشئ بواسطة Kashif Ali,2102,مصروفات مستحقة,,6602.05,
1619,2026-06-30,قيد يدوي رقم 1619 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,1000.0,,
1619,2026-06-30,قيد يدوي رقم 1619 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,1000.0,
1636,2026-06-30,قيد يدوي رقم 1636 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,78.0,,Yaris Fuel 
1636,2026-06-30,قيد يدوي رقم 1636 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,460.0,,Scrap Purchased
1636,2026-06-30,قيد يدوي رقم 1636 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,100.0,,Scrap Logistic 
1636,2026-06-30,قيد يدوي رقم 1636 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,100.0,,Brookline Diesel
1636,2026-06-30,قيد يدوي رقم 1636 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,78.0,Yaris Fuel 
1636,2026-06-30,قيد يدوي رقم 1636 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,460.0,Scrap Purchased
1636,2026-06-30,قيد يدوي رقم 1636 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,100.0,Scrap Logistic 
1636,2026-06-30,قيد يدوي رقم 1636 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,100.0,Brookline Diesel
1671,2026-06-30,قيد يدوي رقم 1671 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,2558.0,,
1671,2026-06-30,قيد يدوي رقم 1671 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,2558.0,
1675,2026-06-30,قيد يدوي رقم 1675 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,81356.22,,
1675,2026-06-30,قيد يدوي رقم 1675 - أنشئ بواسطة Kashif Ali,3202,جاري الشريك سالم بالحارث,,81356.22,
1622,2026-07-01,قيد يدوي رقم 1622 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,100.0,,Brookline Diesel
1622,2026-07-01,قيد يدوي رقم 1622 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,100.0,Brookline Diesel
1622,2026-07-01,قيد يدوي رقم 1622 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,120.0,Oxygen Gas 
1622,2026-07-01,قيد يدوي رقم 1622 - أنشئ بواسطة Kashif Ali,5224,نفقات غاز الأكسجين,120.0,,Oxygen Gas 
1631,2026-07-01,قيد يدوي رقم 1631 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,50.0,,
1631,2026-07-01,قيد يدوي رقم 1631 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,50.0,
1643,2026-07-01,قيد يدوي رقم 1643 - أنشئ بواسطة Kashif Ali,5106,مصاريف إيجار أرض المصنع,18275.0,,
1643,2026-07-01,قيد يدوي رقم 1643 - أنشئ بواسطة Kashif Ali,110402,إيجار مقدم,,18275.0,
1651,2026-07-01,قيد يدوي رقم 1651 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,50.0,,
1651,2026-07-01,قيد يدوي رقم 1651 - أنشئ بواسطة Kashif Ali,110109,نقداً مع شعيب,,50.0,
1621,2026-07-02,قيد يدوي رقم 1621 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,32250.0,,
1621,2026-07-02,قيد يدوي رقم 1621 - أنشئ بواسطة Kashif Ali,4102,الايرادات من بيع السكراب,,32250.0,
1626,2026-07-02,قيد يدوي رقم 1626 - أنشئ بواسطة Kashif Ali,5217,مصاريف مياه وكهرباء,680.0,,
1626,2026-07-02,قيد يدوي رقم 1626 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,680.0,
1630,2026-07-02,قيد يدوي رقم 1630 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,50.0,,
1630,2026-07-02,قيد يدوي رقم 1630 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,50.0,
1637,2026-07-02,قيد يدوي رقم 1637 - أنشئ بواسطة Kashif Ali,5224,نفقات غاز الأكسجين,30.0,,oxygen gas
1637,2026-07-02,قيد يدوي رقم 1637 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,100.0,,hydraulic Oil
1637,2026-07-02,قيد يدوي رقم 1637 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,100.0,,Brookline Diesel
1637,2026-07-02,قيد يدوي رقم 1637 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,30.0,oxygen gas
1637,2026-07-02,قيد يدوي رقم 1637 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,100.0,hydraulic Oil
1637,2026-07-02,قيد يدوي رقم 1637 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,100.0,Brookline Diesel
1624,2026-07-03,قيد يدوي رقم 1624 - أنشئ بواسطة Kashif Ali,5223,نفقات الإنترنت,403.0,,
1624,2026-07-03,قيد يدوي رقم 1624 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,403.0,
1673,2026-07-03,قيد يدوي رقم 1673 - أنشئ بواسطة Kashif Ali,5207,التأمينات الاجتماعية,7.85,,
1673,2026-07-03,قيد يدوي رقم 1673 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,7.85,
1623,2026-07-04,قيد يدوي رقم 1623 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,1350.0,,
1623,2026-07-04,قيد يدوي رقم 1623 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,1350.0,
1625,2026-07-04,قيد يدوي رقم 1625 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,100.0,,
1625,2026-07-04,قيد يدوي رقم 1625 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,100.0,
1627,2026-07-04,قيد يدوي رقم 1627 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,250.0,,
1627,2026-07-04,قيد يدوي رقم 1627 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,250.0,
1629,2026-07-04,قيد يدوي رقم 1629 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,82.61,,
1629,2026-07-04,قيد يدوي رقم 1629 - أنشئ بواسطة Kashif Ali,2105,ضريبة القيمة المضافة المستحقة,12.39,,Invoice No. Sy26000978
1629,2026-07-04,قيد يدوي رقم 1629 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,95.0,
1638,2026-07-04,قيد يدوي رقم 1638 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,100.0,,Brookline Diesel
1638,2026-07-04,قيد يدوي رقم 1638 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,800.0,,carriage charges 10 Cars
1638,2026-07-04,قيد يدوي رقم 1638 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,550.0,,Loading 10 Cars
1638,2026-07-04,قيد يدوي رقم 1638 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,100.0,Brookline Diesel
1638,2026-07-04,قيد يدوي رقم 1638 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,800.0,carriage charges 10 Cars
1638,2026-07-04,قيد يدوي رقم 1638 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,550.0,Loading 10 Cars
1620,2026-07-05,قيد يدوي رقم 1620 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,100.0,,
1620,2026-07-05,قيد يدوي رقم 1620 - أنشئ بواسطة Kashif Ali,4201,إيرادات أخرى,,100.0,
1628,2026-07-05,قيد يدوي رقم 1628 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,7500.0,,
1628,2026-07-05,قيد يدوي رقم 1628 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,7500.0,
1632,2026-07-05,قيد يدوي رقم 1632 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,500.0,,
1632,2026-07-05,قيد يدوي رقم 1632 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,500.0,
1641,2026-07-05,قيد يدوي رقم 1641 - أنشئ بواسطة Kashif Ali,2102,مصروفات مستحقة,25087.81,,
1641,2026-07-05,قيد يدوي رقم 1641 - أنشئ بواسطة Kashif Ali,110402,إيجار مقدم,55237.19,,
1641,2026-07-05,قيد يدوي رقم 1641 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,92373.75,
1641,2026-07-05,قيد يدوي رقم 1641 - أنشئ بواسطة Kashif Ali,2105,ضريبة القيمة المضافة المستحقة,12048.75,,Invoice no 260500032811 Balady
1642,2026-07-05,قيد يدوي رقم 1642 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,2424.0,,
1642,2026-07-05,قيد يدوي رقم 1642 - أنشئ بواسطة Kashif Ali,4102,الايرادات من بيع السكراب,,2424.0,
1648,2026-07-05,قيد يدوي رقم 1648 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,50.0,,
1648,2026-07-05,قيد يدوي رقم 1648 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,50.0,
1676,2026-07-05,قيد يدوي رقم 1676 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,27.0,,Gloves 
1676,2026-07-05,قيد يدوي رقم 1676 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,100.0,,Brookoine Diesel 
1676,2026-07-05,قيد يدوي رقم 1676 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,100.0,Brookline Diesel
1676,2026-07-05,قيد يدوي رقم 1676 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,27.0,Gloves 
1830,2026-07-05,قيد يدوي رقم 1830 - أنشئ بواسطة Kashif Ali,5106,مصاريف إيجار أرض المصنع,1100.34,,
1830,2026-07-05,قيد يدوي رقم 1830 - أنشئ بواسطة Kashif Ali,2102,مصروفات مستحقة,,1100.34,
1633,2026-07-06,قيد يدوي رقم 1633 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,200.0,,
1633,2026-07-06,قيد يدوي رقم 1633 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,200.0,
1634,2026-07-06,قيد يدوي رقم 1634 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,2000.0,,
1634,2026-07-06,قيد يدوي رقم 1634 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,2000.0,
1647,2026-07-06,قيد يدوي رقم 1647 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,9200.0,,
1647,2026-07-06,قيد يدوي رقم 1647 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,9200.0,
1652,2026-07-06,قيد يدوي رقم 1652 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,400.0,,
1652,2026-07-06,قيد يدوي رقم 1652 - أنشئ بواسطة Kashif Ali,110109,نقداً مع شعيب,,400.0,
1662,2026-07-06,قيد يدوي رقم 1662 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,3500.0,,
1662,2026-07-06,قيد يدوي رقم 1662 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,,3500.0,
1677,2026-07-06,قيد يدوي رقم 1677 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,73.0,,Yaris Fuel 
1677,2026-07-06,قيد يدوي رقم 1677 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,550.0,loading charges
1677,2026-07-06,قيد يدوي رقم 1677 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,20.0,Ola Meal
1677,2026-07-06,قيد يدوي رقم 1677 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,30.0,Nylon expense
1677,2026-07-06,قيد يدوي رقم 1677 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,100.0,,Brookline Diesel
1677,2026-07-06,قيد يدوي رقم 1677 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,800.0,,Carriage of cars 
1677,2026-07-06,قيد يدوي رقم 1677 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,550.0,,loading charges
1677,2026-07-06,قيد يدوي رقم 1677 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,20.0,,Ola Meal
1677,2026-07-06,قيد يدوي رقم 1677 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,30.0,,Nylon expense
1677,2026-07-06,قيد يدوي رقم 1677 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,73.0,Yaris Fuel
1677,2026-07-06,قيد يدوي رقم 1677 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,100.0,Brookline Diesel
1677,2026-07-06,قيد يدوي رقم 1677 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,800.0,Carriage of cars 
1639,2026-07-07,قيد يدوي رقم 1639 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,100.0,,Brookline Diesel
1639,2026-07-07,قيد يدوي رقم 1639 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,3.0,,Glue
1639,2026-07-07,قيد يدوي رقم 1639 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,3.0,Glue
1639,2026-07-07,قيد يدوي رقم 1639 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,20.0,Petrol for small car
1639,2026-07-07,قيد يدوي رقم 1639 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,20.0,,Petrol for small car
1639,2026-07-07,قيد يدوي رقم 1639 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,100.0,Brookline Diesel
1645,2026-07-07,قيد يدوي رقم 1645 - أنشئ بواسطة Kashif Ali,5102,رواتب وأجور,300.0,,
1645,2026-07-07,قيد يدوي رقم 1645 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,300.0,
1646,2026-07-07,قيد يدوي رقم 1646 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,150.0,,
1646,2026-07-07,قيد يدوي رقم 1646 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,150.0,
1649,2026-07-07,قيد يدوي رقم 1649 - أنشئ بواسطة Kashif Ali,5206,تذاكر سفر,123.0,,
1649,2026-07-07,قيد يدوي رقم 1649 - أنشئ بواسطة Kashif Ali,110109,نقداً مع شعيب,,123.0,
1650,2026-07-07,قيد يدوي رقم 1650 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,100.0,,
1650,2026-07-07,قيد يدوي رقم 1650 - أنشئ بواسطة Kashif Ali,110109,نقداً مع شعيب,,100.0,
1681,2026-07-07,قيد يدوي رقم 1681 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,50.0,,
1681,2026-07-07,قيد يدوي رقم 1681 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,50.0,
1644,2026-07-08,قيد يدوي رقم 1644 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,2700.0,,
1644,2026-07-08,قيد يدوي رقم 1644 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,2700.0,
1706,2026-07-08,قيد يدوي رقم 1706 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,100.0,,Brookline Diesel
1706,2026-07-08,قيد يدوي رقم 1706 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,50.0,yaris Fuel
1706,2026-07-08,قيد يدوي رقم 1706 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,1100.0,Loading and Carriage 20 Cars
1706,2026-07-08,قيد يدوي رقم 1706 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,1600.0,Carriage of Cars
1706,2026-07-08,قيد يدوي رقم 1706 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,20.0,ola meal
1706,2026-07-08,قيد يدوي رقم 1706 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,20.0,Rustum travelling 
1706,2026-07-08,قيد يدوي رقم 1706 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,74.0,LPG
1706,2026-07-08,قيد يدوي رقم 1706 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,120.0,Oxygen
1706,2026-07-08,قيد يدوي رقم 1706 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,50.0,,Yaris Fuel
1706,2026-07-08,قيد يدوي رقم 1706 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,1100.0,,Loading and Carriage 20 Cars
1706,2026-07-08,قيد يدوي رقم 1706 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,1600.0,,Carriage of Cars
1706,2026-07-08,قيد يدوي رقم 1706 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,20.0,,Ola Meal
1706,2026-07-08,قيد يدوي رقم 1706 - أنشئ بواسطة Kashif Ali,5206,تذاكر سفر,20.0,,Rustum travelling 
1706,2026-07-08,قيد يدوي رقم 1706 - أنشئ بواسطة Kashif Ali,5224,نفقات غاز الأكسجين,74.0,,LPG
1706,2026-07-08,قيد يدوي رقم 1706 - أنشئ بواسطة Kashif Ali,5224,نفقات غاز الأكسجين,120.0,,Oxygen
1706,2026-07-08,قيد يدوي رقم 1706 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,100.0,Brookline Diesel
1653,2026-07-09,قيد يدوي رقم 1653 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,100.0,,
1653,2026-07-09,قيد يدوي رقم 1653 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,100.0,
1654,2026-07-09,قيد يدوي رقم 1654 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,22880.0,,
1654,2026-07-09,قيد يدوي رقم 1654 - أنشئ بواسطة Kashif Ali,2104,قروض قصيرة الأجل,,9880.0,from Siddique
1654,2026-07-09,قيد يدوي رقم 1654 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,13000.0,
1655,2026-07-09,قيد يدوي رقم 1655 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,2700.0,,
1655,2026-07-09,قيد يدوي رقم 1655 - أنشئ بواسطة Kashif Ali,2104,قروض قصيرة الأجل,,2700.0,from Siddique
1656,2026-07-09,قيد يدوي رقم 1656 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,100.0,,
1656,2026-07-09,قيد يدوي رقم 1656 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,100.0,
1682,2026-07-09,قيد يدوي رقم 1682 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,50.0,,
1682,2026-07-09,قيد يدوي رقم 1682 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,50.0,
1683,2026-07-09,قيد يدوي رقم 1683 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,40.0,,
1683,2026-07-09,قيد يدوي رقم 1683 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,40.0,
1703,2026-07-09,قيد يدوي رقم 1703 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,50.0,,
1703,2026-07-09,قيد يدوي رقم 1703 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,50.0,
1707,2026-07-09,قيد يدوي رقم 1707 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,20.0,,Nylon
1707,2026-07-09,قيد يدوي رقم 1707 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,1100.0,Loading Charges 
1707,2026-07-09,قيد يدوي رقم 1707 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,1600.0,carriage charges 20 Cars
1707,2026-07-09,قيد يدوي رقم 1707 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,20.0,Ola Food 
1707,2026-07-09,قيد يدوي رقم 1707 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,100.0,,Brookline Diesel
1707,2026-07-09,قيد يدوي رقم 1707 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,50.0,,Yaris Fuel
1707,2026-07-09,قيد يدوي رقم 1707 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,1100.0,,loading charges
1707,2026-07-09,قيد يدوي رقم 1707 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,1600.0,,carriage charges 20 Cars
1707,2026-07-09,قيد يدوي رقم 1707 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,20.0,,Ola Food 
1707,2026-07-09,قيد يدوي رقم 1707 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,20.0,Nylon
1707,2026-07-09,قيد يدوي رقم 1707 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,100.0,Brookline Diesel
