رقم القيد الأصلي (قيود),التاريخ,البيان,رقم الحساب القديم,اسم الحساب,مدين,دائن,ملاحظة السطر
1095,2026-02-24,قيد يدوي رقم 1095 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,1000.0,
1096,2026-02-24,قيد يدوي رقم 1096 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,50.0,,
1096,2026-02-24,قيد يدوي رقم 1096 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,50.0,
1100,2026-02-24,قيد يدوي رقم 1100 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,100.0,,
1100,2026-02-24,قيد يدوي رقم 1100 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,100.0,
1108,2026-02-24,قيد يدوي رقم 1108 - أنشئ بواسطة Kashif Ali,5208,الرسوم الحكومية,1265.0,,
1108,2026-02-24,قيد يدوي رقم 1108 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,1265.0,
1112,2026-02-24,قيد يدوي رقم 1112 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,6000.0,,
1112,2026-02-24,قيد يدوي رقم 1112 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,6000.0,
1122,2026-02-24,قيد يدوي رقم 1122 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,90.0,,
1122,2026-02-24,قيد يدوي رقم 1122 - أنشئ بواسطة Kashif Ali,2105,ضريبة القيمة المضافة المستحقة,13.5,,Invoice No. 04032 Saleh Awaid Al Otaibi 
1122,2026-02-24,قيد يدوي رقم 1122 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,103.5,
1123,2026-02-24,قيد يدوي رقم 1123 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,3566.0,,
1123,2026-02-24,قيد يدوي رقم 1123 - أنشئ بواسطة Kashif Ali,2105,ضريبة القيمة المضافة المستحقة,534.9,,Invoice No. ACC-SINV-2026-00043 Abdullah Ahmed Abdullah Ali Al Zehrani Al Tijara
1123,2026-02-24,قيد يدوي رقم 1123 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,4100.9,
1124,2026-02-24,قيد يدوي رقم 1124 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,34.78,,
1124,2026-02-24,قيد يدوي رقم 1124 - أنشئ بواسطة Kashif Ali,2105,ضريبة القيمة المضافة المستحقة,5.22,,Invoice No ACC-PSINV-2026-00736 ACM.CO LTD
1124,2026-02-24,قيد يدوي رقم 1124 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,40.0,
1125,2026-02-24,قيد يدوي رقم 1125 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,117.4,,
1125,2026-02-24,قيد يدوي رقم 1125 - أنشئ بواسطة Kashif Ali,2105,ضريبة القيمة المضافة المستحقة,17.61,,Invoice No.631 NAFT ARBIA TRADING COMPANY
1125,2026-02-24,قيد يدوي رقم 1125 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,135.01,
1126,2026-02-24,قيد يدوي رقم 1126 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,1435.22,,
1126,2026-02-24,قيد يدوي رقم 1126 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,1650.44,
1126,2026-02-24,قيد يدوي رقم 1126 - أنشئ بواسطة Kashif Ali,2105,ضريبة القيمة المضافة المستحقة,215.22,,Invoice No. 630 Naft Arbia Trading company 
1127,2026-02-24,قيد يدوي رقم 1127 - أنشئ بواسطة Kashif Ali,5226,صيانة مركبات الموظفين,10.0,,
1127,2026-02-24,قيد يدوي رقم 1127 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,10.0,
1109,2026-02-25,قيد يدوي رقم 1109 - أنشئ بواسطة Kashif Ali,5217,مصاريف مياه وكهرباء,811.02,,
1109,2026-02-25,قيد يدوي رقم 1109 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,811.02,
1110,2026-02-25,قيد يدوي رقم 1110 - أنشئ بواسطة Kashif Ali,2103,الرواتب المستحقة,1000.0,,Islam
1110,2026-02-25,قيد يدوي رقم 1110 - أنشئ بواسطة Kashif Ali,2103,الرواتب المستحقة,4500.0,,Kashif
1110,2026-02-25,قيد يدوي رقم 1110 - أنشئ بواسطة Kashif Ali,2103,الرواتب المستحقة,5000.0,,
1110,2026-02-25,قيد يدوي رقم 1110 - أنشئ بواسطة Kashif Ali,2103,الرواتب المستحقة,2300.0,,
1110,2026-02-25,قيد يدوي رقم 1110 - أنشئ بواسطة Kashif Ali,2103,الرواتب المستحقة,2000.0,,
1110,2026-02-25,قيد يدوي رقم 1110 - أنشئ بواسطة Kashif Ali,2103,الرواتب المستحقة,4000.0,,
1110,2026-02-25,قيد يدوي رقم 1110 - أنشئ بواسطة Kashif Ali,2103,الرواتب المستحقة,2000.0,,
1110,2026-02-25,قيد يدوي رقم 1110 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,1000.0,
1110,2026-02-25,قيد يدوي رقم 1110 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,19800.0,
1111,2026-02-25,قيد يدوي رقم 1111 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,20000.0,,
1111,2026-02-25,قيد يدوي رقم 1111 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,20000.0,
1117,2026-02-25,قيد يدوي رقم 1117 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,550.0,,
1117,2026-02-25,قيد يدوي رقم 1117 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,550.0,
1118,2026-02-25,قيد يدوي رقم 1118 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,71.05,,
1118,2026-02-25,قيد يدوي رقم 1118 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,71.05,
1119,2026-02-25,قيد يدوي رقم 1119 - أنشئ بواسطة Kashif Ali,5224,نفقات غاز الأكسجين,52.46,,
1119,2026-02-25,قيد يدوي رقم 1119 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,52.46,
1114,2026-02-26,قيد يدوي رقم 1114 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,5000.0,,
1114,2026-02-26,قيد يدوي رقم 1114 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,5000.0,
1120,2026-02-26,قيد يدوي رقم 1120 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,85.02,,
1120,2026-02-26,قيد يدوي رقم 1120 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,85.02,
1128,2026-02-26,قيد يدوي رقم 1128 - أنشئ بواسطة Kashif Ali,5226,صيانة مركبات الموظفين,1700.0,,
1128,2026-02-26,قيد يدوي رقم 1128 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,1700.0,
1129,2026-02-26,قيد يدوي رقم 1129 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,2300.0,,
1129,2026-02-26,قيد يدوي رقم 1129 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,2300.0,
1131,2026-02-26,قيد يدوي رقم 1131 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,100.0,,
1131,2026-02-26,قيد يدوي رقم 1131 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,100.0,
1132,2026-02-26,قيد يدوي رقم 1132 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,150.0,,
1132,2026-02-26,قيد يدوي رقم 1132 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,150.0,
1134,2026-02-26,قيد يدوي رقم 1134 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,70.0,,
1134,2026-02-26,قيد يدوي رقم 1134 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,70.0,
1140,2026-02-27,قيد يدوي رقم 1140 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,690.0,,
1140,2026-02-27,قيد يدوي رقم 1140 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,690.0,
1130,2026-02-28,قيد يدوي رقم 1130 - أنشئ بواسطة Kashif Ali,5206,تذاكر سفر,50.0,,
1130,2026-02-28,قيد يدوي رقم 1130 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,50.0,
1136,2026-02-28,قيد يدوي رقم 1136 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,100.0,,
1136,2026-02-28,قيد يدوي رقم 1136 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,100.0,
1139,2026-02-28,قيد يدوي رقم 1139 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,150.0,,
1139,2026-02-28,قيد يدوي رقم 1139 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,150.0,
1148,2026-02-28,قيد يدوي رقم 1148 - أنشئ بواسطة Kashif Ali,5102,رواتب وأجور,51600.0,,
1148,2026-02-28,قيد يدوي رقم 1148 - أنشئ بواسطة Kashif Ali,2103,الرواتب المستحقة,,48700.0,
1148,2026-02-28,قيد يدوي رقم 1148 - أنشئ بواسطة Kashif Ali,110501,اشرف مروان الصايغ,,1000.0,
1148,2026-02-28,قيد يدوي رقم 1148 - أنشئ بواسطة Kashif Ali,110106,عهدة اسلام احمد,,1900.0,
1149,2026-02-28,قيد يدوي رقم 1149 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,5000.0,,
1149,2026-02-28,قيد يدوي رقم 1149 - أنشئ بواسطة Kashif Ali,110104,عهدة اشرف الصايغ,,5000.0,
1176,2026-02-28,قيد يدوي رقم 1176 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,500.0,,
1176,2026-02-28,قيد يدوي رقم 1176 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,500.0,
1223,2026-02-28,قيد يدوي رقم 1223 - أنشئ بواسطة Kashif Ali,3202,جاري الشريك سالم بالحارث,29000.0,,
1223,2026-02-28,قيد يدوي رقم 1223 - أنشئ بواسطة Kashif Ali,110108,عهدة كاش عمران الشيخ,,29000.0,
1796,2026-02-28,قيد يدوي رقم 1796 - أنشئ بواسطة Kashif Ali,5108,تكلفة البضائع المباعة من خردة الحديد,48792.5,,
1796,2026-02-28,قيد يدوي رقم 1796 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,,48792.5,
1133,2026-03-01,قيد يدوي رقم 1133 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,5000.0,,
1133,2026-03-01,قيد يدوي رقم 1133 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,5000.0,
1135,2026-03-01,قيد يدوي رقم 1135 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,500.0,
1135,2026-03-01,قيد يدوي رقم 1135 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),500.0,,
1141,2026-03-01,قيد يدوي رقم 1141 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,50.0,,
1141,2026-03-01,قيد يدوي رقم 1141 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,50.0,
1144,2026-03-01,قيد يدوي رقم 1144 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,3333.0,,
1144,2026-03-01,قيد يدوي رقم 1144 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,3333.0,
1147,2026-03-01,قيد يدوي رقم 1147 - أنشئ بواسطة Kashif Ali,2103,الرواتب المستحقة,27900.0,,
1147,2026-03-01,قيد يدوي رقم 1147 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,27900.0,
1137,2026-03-02,قيد يدوي رقم 1137 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,100.0,,
1137,2026-03-02,قيد يدوي رقم 1137 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,100.0,
1138,2026-03-02,قيد يدوي رقم 1138 - أنشئ بواسطة Kashif Ali,5224,نفقات غاز الأكسجين,26.23,,
1138,2026-03-02,قيد يدوي رقم 1138 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,26.23,
1142,2026-03-02,قيد يدوي رقم 1142 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,90.0,,
1142,2026-03-02,قيد يدوي رقم 1142 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,90.0,
1143,2026-03-02,قيد يدوي رقم 1143 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,8.0,,
1143,2026-03-02,قيد يدوي رقم 1143 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,8.0,
1145,2026-03-02,قيد يدوي رقم 1145 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),1000.0,,
1145,2026-03-02,قيد يدوي رقم 1145 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,1000.0,
1158,2026-03-02,قيد يدوي رقم 1158 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,100.0,,
1158,2026-03-02,قيد يدوي رقم 1158 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,100.0,
1159,2026-03-02,قيد يدوي رقم 1159 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,85.0,,
1159,2026-03-02,قيد يدوي رقم 1159 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,85.0,
1146,2026-03-03,قيد يدوي رقم 1146 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,200.0,,
1146,2026-03-03,قيد يدوي رقم 1146 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,200.0,
1155,2026-03-03,قيد يدوي رقم 1155 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,100.0,,
1155,2026-03-03,قيد يدوي رقم 1155 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,100.0,
1156,2026-03-03,قيد يدوي رقم 1156 - أنشئ بواسطة Kashif Ali,5224,نفقات غاز الأكسجين,160.0,,
1156,2026-03-03,قيد يدوي رقم 1156 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,160.0,
1160,2026-03-03,قيد يدوي رقم 1160 - أنشئ بواسطة Kashif Ali,5224,نفقات غاز الأكسجين,52.0,,
1160,2026-03-03,قيد يدوي رقم 1160 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,52.0,
1150,2026-03-04,قيد يدوي رقم 1150 - أنشئ بواسطة Kashif Ali,110513,عامر سليمان محمد,300.0,,
1150,2026-03-04,قيد يدوي رقم 1150 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,300.0,
1151,2026-03-05,قيد يدوي رقم 1151 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),1500.0,,
1151,2026-03-05,قيد يدوي رقم 1151 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,1500.0,
1152,2026-03-05,قيد يدوي رقم 1152 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,28050.0,,
1152,2026-03-05,قيد يدوي رقم 1152 - أنشئ بواسطة Kashif Ali,4102,الايرادات من بيع السكراب,,28050.0,
1153,2026-03-05,قيد يدوي رقم 1153 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),1500.0,,
1153,2026-03-05,قيد يدوي رقم 1153 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,1500.0,
1161,2026-03-05,قيد يدوي رقم 1161 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,30.0,,
1161,2026-03-05,قيد يدوي رقم 1161 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,30.0,
1163,2026-03-05,قيد يدوي رقم 1163 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,1100.0,,
1163,2026-03-05,قيد يدوي رقم 1163 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,1100.0,
1164,2026-03-05,قيد يدوي رقم 1164 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,1600.0,,
1164,2026-03-05,قيد يدوي رقم 1164 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,1600.0,
1165,2026-03-05,قيد يدوي رقم 1165 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,20.0,,
1165,2026-03-05,قيد يدوي رقم 1165 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,20.0,
1166,2026-03-05,قيد يدوي رقم 1166 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,5000.0,,
1166,2026-03-05,قيد يدوي رقم 1166 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,5000.0,
1167,2026-03-05,قيد يدوي رقم 1167 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,100.0,,
1167,2026-03-05,قيد يدوي رقم 1167 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,100.0,
1169,2026-03-05,قيد يدوي رقم 1169 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,18000.0,,
1169,2026-03-05,قيد يدوي رقم 1169 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,18000.0,
1154,2026-03-07,قيد يدوي رقم 1154 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,40.0,,
